PROFESSIONAL ICT STRATEGY BACKTEST RESULTS
Backtest Period: January 2025 - February 24, 2026
Trading System: D1 Bias + H1 Order Blocks + M5 Execution + Killzone
Starting Capital: $100 (10X Leverage = $1,000 Trading Capital)

=== ACCOUNT SUMMARY ===
Starting Capital,$100.00
Leverage,10X
Trading Capital,$1000.00
Final Balance,$988.33
Total Profit/Loss,$-11.67
Return %,-1.17%
Max Drawdown,5.07%
Win Rate,49.16%

=== TRADE STATISTICS ===
Total Trades,417
Winning Trades,205
Losing Trades,212
Average Win,$1.17
Average Loss,$-1.19
Profit Factor,0.95x

=== QUALITY DISTRIBUTION ===
A+ Trades (3+ OBs),417
A Trades (2 OBs),0
B Trades (1 OB),0

=== SESSION ANALYSIS ===
Asia Zone Trades,180
London Zone Trades,108
New York Zone Trades,129

=== DETAILED TRADE LIST ===
Trade #,Date,Side,Quality,Killzone,Entry Price,Exit Price,Profit $,Profit %,Duration Days,Entry Reason,Exit Reason

1,2026-02-21,LONG,A+,NY,68117.56000000,68010.36000000,-1.57,-0.16,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 68117.56 → 68010.36 (-1.57)"
248,2026-02-23,LONG,A+,LONDON,65616.73000000,65618.09000000,0.02,0.00,0,"D1:LONG | H1:5OBs | LONDON | Q:A+","Signal continued. Price: 65616.73 → 65618.09 (+0.02)"
249,2026-02-23,LONG,A+,LONDON,65618.09000000,65613.98000000,-0.06,-0.01,0,"D1:LONG | H1:5OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65618.09 → 65613.98 (-0.06)"
250,2026-02-23,LONG,A+,LONDON,65613.98000000,65594.55000000,-0.30,-0.03,0,"D1:LONG | H1:5OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65613.98 → 65594.55 (-0.30)"
251,2026-02-23,LONG,A+,LONDON,65594.55000000,65676.44000000,1.25,0.12,0,"D1:LONG | H1:5OBs | LONDON | Q:A+","Signal continued. Price: 65594.55 → 65676.44 (+1.25)"
252,2026-02-23,LONG,A+,LONDON,65676.44000000,65811.43000000,2.06,0.21,0,"D1:LONG | H1:5OBs | LONDON | Q:A+","Signal continued. Price: 65676.44 → 65811.43 (+2.06)"
253,2026-02-23,LONG,A+,LONDON,65811.43000000,65787.44000000,-0.36,-0.04,0,"D1:LONG | H1:5OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65811.43 → 65787.44 (-0.36)"
254,2026-02-23,LONG,A+,LONDON,65787.44000000,65816.87000000,0.45,0.04,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 65787.44 → 65816.87 (+0.45)"
255,2026-02-23,LONG,A+,LONDON,65816.87000000,65738.42000000,-1.19,-0.12,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 65816.87 → 65738.42 (-1.19)"
256,2026-02-23,LONG,A+,LONDON,65738.42000000,65759.80000000,0.33,0.03,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 65738.42 → 65759.80 (+0.33)"
257,2026-02-23,LONG,A+,LONDON,65759.80000000,65844.09000000,1.28,0.13,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 65759.80 → 65844.09 (+1.28)"
258,2026-02-23,LONG,A+,LONDON,65844.09000000,66150.24000000,4.65,0.46,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 65844.09 → 66150.24 (+4.65)"
259,2026-02-23,LONG,A+,LONDON,66150.24000000,66279.19000000,1.95,0.19,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 66150.24 → 66279.19 (+1.95)"
260,2026-02-23,LONG,A+,LONDON,66279.19000000,66275.84000000,-0.05,-0.01,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 66279.19 → 66275.84 (-0.05)"
261,2026-02-23,LONG,A+,LONDON,66275.84000000,66314.58000000,0.58,0.06,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 66275.84 → 66314.58 (+0.58)"
262,2026-02-23,LONG,A+,LONDON,66314.58000000,66456.50000000,2.14,0.21,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Signal continued. Price: 66314.58 → 66456.50 (+2.14)"
263,2026-02-23,LONG,A+,LONDON,66456.50000000,66404.91000000,-0.78,-0.08,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 66456.50 → 66404.91 (-0.78)"
264,2026-02-23,LONG,A+,LONDON,66404.91000000,66182.71000000,-3.35,-0.33,0,"D1:LONG | H1:4OBs | LONDON | Q:A+","Bias reversed to SHORT. Price: 66404.91 → 66182.71 (-3.35)"
265,2026-02-23,LONG,A+,NY,66182.71000000,66188.01000000,0.08,0.01,0,"D1:LONG | H1:4OBs | NY | Q:A+","Signal continued. Price: 66182.71 → 66188.01 (+0.08)"
266,2026-02-23,LONG,A+,NY,66188.01000000,66220.81000000,0.50,0.05,0,"D1:LONG | H1:4OBs | NY | Q:A+","Signal continued. Price: 66188.01 → 66220.81 (+0.50)"
267,2026-02-23,LONG,A+,NY,66220.81000000,66191.60000000,-0.44,-0.04,0,"D1:LONG | H1:4OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66220.81 → 66191.60 (-0.44)"
268,2026-02-23,LONG,A+,NY,66191.60000000,66114.30000000,-1.17,-0.12,0,"D1:LONG | H1:4OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66191.60 → 66114.30 (-1.17)"
269,2026-02-23,LONG,A+,NY,66114.30000000,66138.83000000,0.37,0.04,0,"D1:LONG | H1:4OBs | NY | Q:A+","Signal continued. Price: 66114.30 → 66138.83 (+0.37)"
270,2026-02-23,LONG,A+,NY,66138.83000000,65954.54000000,-2.79,-0.28,0,"D1:LONG | H1:4OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66138.83 → 65954.54 (-2.79)"
271,2026-02-23,LONG,A+,NY,65954.54000000,66243.80000000,4.39,0.44,0,"D1:LONG | H1:4OBs | NY | Q:A+","Signal continued. Price: 65954.54 → 66243.80 (+4.39)"
272,2026-02-23,LONG,A+,NY,66243.80000000,66419.33000000,2.65,0.26,0,"D1:LONG | H1:4OBs | NY | Q:A+","Signal continued. Price: 66243.80 → 66419.33 (+2.65)"
273,2026-02-23,LONG,A+,NY,66419.33000000,66367.55000000,-0.78,-0.08,0,"D1:LONG | H1:4OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66419.33 → 66367.55 (-0.78)"
274,2026-02-23,LONG,A+,NY,66367.55000000,66340.37000000,-0.41,-0.04,0,"D1:LONG | H1:4OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66367.55 → 66340.37 (-0.41)"
275,2026-02-23,LONG,A+,NY,66340.37000000,66280.40000000,-0.90,-0.09,0,"D1:LONG | H1:4OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66340.37 → 66280.40 (-0.90)"
276,2026-02-23,LONG,A+,NY,66280.40000000,66254.68000000,-0.39,-0.04,0,"D1:LONG | H1:4OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66280.40 → 66254.68 (-0.39)"
277,2026-02-23,LONG,A+,NY,66254.68000000,66329.29000000,1.13,0.11,0,"D1:LONG | H1:4OBs | NY | Q:A+","Signal continued. Price: 66254.68 → 66329.29 (+1.13)"
278,2026-02-23,LONG,A+,NY,66329.29000000,66220.51000000,-1.64,-0.16,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66329.29 → 66220.51 (-1.64)"
279,2026-02-23,LONG,A+,NY,66220.51000000,66192.60000000,-0.42,-0.04,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66220.51 → 66192.60 (-0.42)"
280,2026-02-23,LONG,A+,NY,66192.60000000,66171.24000000,-0.32,-0.03,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66192.60 → 66171.24 (-0.32)"
281,2026-02-23,LONG,A+,NY,66171.24000000,66226.66000000,0.84,0.08,0,"D1:LONG | H1:5OBs | NY | Q:A+","Signal continued. Price: 66171.24 → 66226.66 (+0.84)"
282,2026-02-23,LONG,A+,NY,66226.66000000,66198.00000000,-0.43,-0.04,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66226.66 → 66198.00 (-0.43)"
283,2026-02-23,LONG,A+,NY,66198.00000000,66178.98000000,-0.29,-0.03,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66198.00 → 66178.98 (-0.29)"
284,2026-02-23,LONG,A+,NY,66178.98000000,66353.16000000,2.63,0.26,0,"D1:LONG | H1:5OBs | NY | Q:A+","Signal continued. Price: 66178.98 → 66353.16 (+2.63)"
285,2026-02-23,LONG,A+,NY,66353.16000000,66365.24000000,0.18,0.02,0,"D1:LONG | H1:5OBs | NY | Q:A+","Signal continued. Price: 66353.16 → 66365.24 (+0.18)"
286,2026-02-23,LONG,A+,NY,66365.24000000,66258.31000000,-1.61,-0.16,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66365.24 → 66258.31 (-1.61)"
287,2026-02-23,LONG,A+,NY,66258.31000000,66132.66000000,-1.90,-0.19,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66258.31 → 66132.66 (-1.90)"
288,2026-02-23,LONG,A+,NY,66132.66000000,66189.66000000,0.86,0.09,0,"D1:LONG | H1:5OBs | NY | Q:A+","Signal continued. Price: 66132.66 → 66189.66 (+0.86)"
289,2026-02-23,LONG,A+,NY,66189.66000000,66236.07000000,0.70,0.07,0,"D1:LONG | H1:5OBs | NY | Q:A+","Signal continued. Price: 66189.66 → 66236.07 (+0.70)"
290,2026-02-23,LONG,A+,NY,66236.07000000,66243.40000000,0.11,0.01,0,"D1:LONG | H1:5OBs | NY | Q:A+","Signal continued. Price: 66236.07 → 66243.40 (+0.11)"
291,2026-02-23,LONG,A+,NY,66243.40000000,66141.17000000,-1.54,-0.15,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66243.40 → 66141.17 (-1.54)"
292,2026-02-23,LONG,A+,NY,66141.17000000,66064.42000000,-1.16,-0.12,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66141.17 → 66064.42 (-1.16)"
293,2026-02-23,LONG,A+,NY,66064.42000000,66086.27000000,0.33,0.03,0,"D1:LONG | H1:5OBs | NY | Q:A+","Signal continued. Price: 66064.42 → 66086.27 (+0.33)"
294,2026-02-23,LONG,A+,NY,66086.27000000,65938.15000000,-2.24,-0.22,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 66086.27 → 65938.15 (-2.24)"
295,2026-02-23,LONG,A+,NY,65938.15000000,65845.29000000,-1.41,-0.14,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 65938.15 → 65845.29 (-1.41)"
296,2026-02-23,LONG,A+,NY,65845.29000000,65832.41000000,-0.20,-0.02,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 65845.29 → 65832.41 (-0.20)"
297,2026-02-23,LONG,A+,NY,65832.41000000,65649.99000000,-2.77,-0.28,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 65832.41 → 65649.99 (-2.77)"
298,2026-02-23,LONG,A+,NY,65649.99000000,65944.03000000,4.48,0.45,0,"D1:LONG | H1:5OBs | NY | Q:A+","Signal continued. Price: 65649.99 → 65944.03 (+4.48)"
299,2026-02-23,LONG,A+,NY,65944.03000000,65923.53000000,-0.31,-0.03,0,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 65944.03 → 65923.53 (-0.31)"
300,2026-02-23,LONG,A+,NY,65923.53000000,64702.46000000,-18.52,-1.85,1,"D1:LONG | H1:5OBs | NY | Q:A+","Bias reversed to SHORT. Price: 65923.53 → 64702.46 (-18.52)"
301,2026-02-24,SHORT,A+,ASIA,64702.46000000,64750.99000000,-0.75,-0.08,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64702.46 → 64750.99 (-0.75)"
302,2026-02-24,SHORT,A+,ASIA,64750.99000000,64895.02000000,-2.22,-0.22,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64750.99 → 64895.02 (-2.22)"
303,2026-02-24,SHORT,A+,ASIA,64895.02000000,64974.51000000,-1.22,-0.12,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64895.02 → 64974.51 (-1.22)"
304,2026-02-24,SHORT,A+,ASIA,64974.51000000,64883.66000000,1.40,0.14,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64974.51 → 64883.66 (+1.40)"
305,2026-02-24,SHORT,A+,ASIA,64883.66000000,64858.78000000,0.38,0.04,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64883.66 → 64858.78 (+0.38)"
306,2026-02-24,SHORT,A+,ASIA,64858.78000000,64882.66000000,-0.37,-0.04,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64858.78 → 64882.66 (-0.37)"
307,2026-02-24,SHORT,A+,ASIA,64882.66000000,64935.01000000,-0.81,-0.08,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64882.66 → 64935.01 (-0.81)"
308,2026-02-24,SHORT,A+,ASIA,64935.01000000,64918.95000000,0.25,0.02,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64935.01 → 64918.95 (+0.25)"
309,2026-02-24,SHORT,A+,ASIA,64918.95000000,64970.49000000,-0.79,-0.08,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64918.95 → 64970.49 (-0.79)"
310,2026-02-24,SHORT,A+,ASIA,64970.49000000,64960.77000000,0.15,0.01,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64970.49 → 64960.77 (+0.15)"
311,2026-02-24,SHORT,A+,ASIA,64960.77000000,64941.43000000,0.30,0.03,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64960.77 → 64941.43 (+0.30)"
312,2026-02-24,SHORT,A+,ASIA,64941.43000000,64783.31000000,2.43,0.24,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64941.43 → 64783.31 (+2.43)"
313,2026-02-24,SHORT,A+,ASIA,64783.31000000,64625.13000000,2.44,0.24,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64783.31 → 64625.13 (+2.44)"
314,2026-02-24,SHORT,A+,ASIA,64625.13000000,64324.95000000,4.64,0.46,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64625.13 → 64324.95 (+4.64)"
315,2026-02-24,SHORT,A+,ASIA,64324.95000000,63773.51000000,8.57,0.86,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64324.95 → 63773.51 (+8.57)"
316,2026-02-24,SHORT,A+,ASIA,63773.51000000,64243.26000000,-7.37,-0.74,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 63773.51 → 64243.26 (-7.37)"
317,2026-02-24,SHORT,A+,ASIA,64243.26000000,64432.90000000,-2.95,-0.30,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64243.26 → 64432.90 (-2.95)"
318,2026-02-24,SHORT,A+,ASIA,64432.90000000,64508.40000000,-1.17,-0.12,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64432.90 → 64508.40 (-1.17)"
319,2026-02-24,SHORT,A+,ASIA,64508.40000000,64146.78000000,5.61,0.56,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64508.40 → 64146.78 (+5.61)"
320,2026-02-24,SHORT,A+,ASIA,64146.78000000,64334.00000000,-2.92,-0.29,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64146.78 → 64334.00 (-2.92)"
321,2026-02-24,SHORT,A+,ASIA,64334.00000000,64293.26000000,0.63,0.06,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64334.00 → 64293.26 (+0.63)"
322,2026-02-24,SHORT,A+,ASIA,64293.26000000,64239.75000000,0.83,0.08,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64293.26 → 64239.75 (+0.83)"
323,2026-02-24,SHORT,A+,ASIA,64239.75000000,64160.27000000,1.24,0.12,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64239.75 → 64160.27 (+1.24)"
324,2026-02-24,SHORT,A+,ASIA,64160.27000000,64024.89000000,2.11,0.21,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64160.27 → 64024.89 (+2.11)"
325,2026-02-24,SHORT,A+,ASIA,64024.89000000,64120.85000000,-1.50,-0.15,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64024.89 → 64120.85 (-1.50)"
326,2026-02-24,SHORT,A+,ASIA,64120.85000000,64245.23000000,-1.94,-0.19,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64120.85 → 64245.23 (-1.94)"
327,2026-02-24,SHORT,A+,ASIA,64245.23000000,64147.99000000,1.51,0.15,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64245.23 → 64147.99 (+1.51)"
328,2026-02-24,SHORT,A+,ASIA,64147.99000000,64206.39000000,-0.91,-0.09,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64147.99 → 64206.39 (-0.91)"
329,2026-02-24,SHORT,A+,ASIA,64206.39000000,64313.72000000,-1.67,-0.17,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64206.39 → 64313.72 (-1.67)"
330,2026-02-24,SHORT,A+,ASIA,64313.72000000,64383.41000000,-1.08,-0.11,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64313.72 → 64383.41 (-1.08)"
331,2026-02-24,SHORT,A+,ASIA,64383.41000000,64270.54000000,1.75,0.18,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64383.41 → 64270.54 (+1.75)"
332,2026-02-24,SHORT,A+,ASIA,64270.54000000,64132.43000000,2.15,0.21,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64270.54 → 64132.43 (+2.15)"
333,2026-02-24,SHORT,A+,ASIA,64132.43000000,64167.51000000,-0.55,-0.05,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64132.43 → 64167.51 (-0.55)"
334,2026-02-24,SHORT,A+,ASIA,64167.51000000,64099.99000000,1.05,0.11,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64167.51 → 64099.99 (+1.05)"
335,2026-02-24,SHORT,A+,ASIA,64099.99000000,64109.81000000,-0.15,-0.02,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 64099.99 → 64109.81 (-0.15)"
336,2026-02-24,SHORT,A+,ASIA,64109.81000000,63859.52000000,3.90,0.39,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 64109.81 → 63859.52 (+3.90)"
337,2026-02-24,SHORT,A+,ASIA,63859.52000000,63783.90000000,1.18,0.12,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63859.52 → 63783.90 (+1.18)"
338,2026-02-24,SHORT,A+,ASIA,63783.90000000,63685.23000000,1.55,0.15,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63783.90 → 63685.23 (+1.55)"
339,2026-02-24,SHORT,A+,ASIA,63685.23000000,63814.69000000,-2.03,-0.20,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 63685.23 → 63814.69 (-2.03)"
340,2026-02-24,SHORT,A+,ASIA,63814.69000000,63713.98000000,1.58,0.16,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63814.69 → 63713.98 (+1.58)"
341,2026-02-24,SHORT,A+,ASIA,63713.98000000,63705.78000000,0.13,0.01,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63713.98 → 63705.78 (+0.13)"
342,2026-02-24,SHORT,A+,ASIA,63705.78000000,63685.75000000,0.31,0.03,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63705.78 → 63685.75 (+0.31)"
343,2026-02-24,SHORT,A+,ASIA,63685.75000000,63693.49000000,-0.12,-0.01,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 63685.75 → 63693.49 (-0.12)"
344,2026-02-24,SHORT,A+,ASIA,63693.49000000,63672.47000000,0.33,0.03,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63693.49 → 63672.47 (+0.33)"
345,2026-02-24,SHORT,A+,ASIA,63672.47000000,63552.32000000,1.89,0.19,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63672.47 → 63552.32 (+1.89)"
346,2026-02-24,SHORT,A+,ASIA,63552.32000000,63623.78000000,-1.12,-0.11,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 63552.32 → 63623.78 (-1.12)"
347,2026-02-24,SHORT,A+,ASIA,63623.78000000,63595.51000000,0.44,0.04,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63623.78 → 63595.51 (+0.44)"
348,2026-02-24,SHORT,A+,ASIA,63595.51000000,63503.66000000,1.44,0.14,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63595.51 → 63503.66 (+1.44)"
349,2026-02-24,SHORT,A+,ASIA,63503.66000000,63311.33000000,3.03,0.30,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63503.66 → 63311.33 (+3.03)"
350,2026-02-24,SHORT,A+,ASIA,63311.33000000,63012.06000000,4.73,0.47,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63311.33 → 63012.06 (+4.73)"
351,2026-02-24,SHORT,A+,ASIA,63012.06000000,62975.40000000,0.58,0.06,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63012.06 → 62975.40 (+0.58)"
352,2026-02-24,SHORT,A+,ASIA,62975.40000000,63278.36000000,-4.81,-0.48,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 62975.40 → 63278.36 (-4.81)"
353,2026-02-24,SHORT,A+,ASIA,63278.36000000,63220.71000000,0.91,0.09,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63278.36 → 63220.71 (+0.91)"
354,2026-02-24,SHORT,A+,ASIA,63220.71000000,63152.21000000,1.08,0.11,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63220.71 → 63152.21 (+1.08)"
355,2026-02-24,SHORT,A+,ASIA,63152.21000000,63313.68000000,-2.56,-0.26,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 63152.21 → 63313.68 (-2.56)"
356,2026-02-24,SHORT,A+,ASIA,63313.68000000,63338.78000000,-0.40,-0.04,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 63313.68 → 63338.78 (-0.40)"
357,2026-02-24,SHORT,A+,ASIA,63338.78000000,63333.28000000,0.09,0.01,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63338.78 → 63333.28 (+0.09)"
358,2026-02-24,SHORT,A+,ASIA,63333.28000000,63269.87000000,1.00,0.10,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63333.28 → 63269.87 (+1.00)"
359,2026-02-24,SHORT,A+,ASIA,63269.87000000,63378.84000000,-1.72,-0.17,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Bias reversed to LONG. Price: 63269.87 → 63378.84 (-1.72)"
360,2026-02-24,SHORT,A+,ASIA,63378.84000000,62934.41000000,7.01,0.70,0,"D1:SHORT | H1:6OBs | ASIA | Q:A+","Signal continued. Price: 63378.84 → 62934.41 (+7.01)"
361,2026-02-24,SHORT,A+,LONDON,62934.41000000,63318.59000000,-6.10,-0.61,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 62934.41 → 63318.59 (-6.10)"
362,2026-02-24,SHORT,A+,LONDON,63318.59000000,63327.48000000,-0.14,-0.01,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63318.59 → 63327.48 (-0.14)"
363,2026-02-24,SHORT,A+,LONDON,63327.48000000,63210.21000000,1.85,0.19,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63327.48 → 63210.21 (+1.85)"
364,2026-02-24,SHORT,A+,LONDON,63210.21000000,63255.51000000,-0.72,-0.07,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63210.21 → 63255.51 (-0.72)"
365,2026-02-24,SHORT,A+,LONDON,63255.51000000,63274.86000000,-0.31,-0.03,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63255.51 → 63274.86 (-0.31)"
366,2026-02-24,SHORT,A+,LONDON,63274.86000000,63232.21000000,0.67,0.07,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63274.86 → 63232.21 (+0.67)"
367,2026-02-24,SHORT,A+,LONDON,63232.21000000,63219.28000000,0.20,0.02,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63232.21 → 63219.28 (+0.20)"
368,2026-02-24,SHORT,A+,LONDON,63219.28000000,63096.48000000,1.94,0.19,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63219.28 → 63096.48 (+1.94)"
369,2026-02-24,SHORT,A+,LONDON,63096.48000000,63039.55000000,0.90,0.09,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63096.48 → 63039.55 (+0.90)"
370,2026-02-24,SHORT,A+,LONDON,63039.55000000,63080.01000000,-0.64,-0.06,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63039.55 → 63080.01 (-0.64)"
371,2026-02-24,SHORT,A+,LONDON,63080.01000000,63192.96000000,-1.79,-0.18,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63080.01 → 63192.96 (-1.79)"
372,2026-02-24,SHORT,A+,LONDON,63192.96000000,63129.15000000,1.01,0.10,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Signal continued. Price: 63192.96 → 63129.15 (+1.01)"
373,2026-02-24,SHORT,A+,LONDON,63129.15000000,63195.57000000,-1.05,-0.11,0,"D1:SHORT | H1:7OBs | LONDON | Q:A+","Bias reversed to LONG. Price: 63129.15 → 63195.57 (-1.05)"
